"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Lat Pulldown (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Lat Pulldown (Cable)",,"",1,"normal",25,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Lat Pulldown (Cable)",,"",2,"normal",30,10,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",40,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",45,8,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Single Arm Cable Row",,"",0,"normal",18,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Single Arm Cable Row",,"",1,"normal",18,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Single Arm Cable Row",,"",2,"normal",23,23,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Single Arm Cable Row",,"",3,"normal",23,20,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Seated Dip Machine",,"",0,"normal",50,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Seated Dip Machine",,"",1,"normal",60,15,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Seated Dip Machine",,"",2,"normal",60,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Triceps Rope Pushdown",,"",0,"normal",10,12,,,
"Séance dos triceps","Feb 7, 2024, 3:52 PM","Feb 7, 2024, 4:45 PM","","Triceps Rope Pushdown",,"",1,"normal",10,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,10,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,11,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Seated Incline Curl (Dumbbell)",,"",3,"normal",8,8,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Hammer Curl (Dumbbell)",,"",0,"normal",15,10,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Hammer Curl (Dumbbell)",,"",1,"normal",12,10,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Hammer Curl (Dumbbell)",,"",2,"normal",10,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Hammer Curl (Dumbbell)",,"",3,"normal",6,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Bicep Curl (Cable)",,"",0,"normal",15,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Bicep Curl (Cable)",,"",1,"normal",15,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Bicep Curl (Cable)",,"",2,"normal",20,10,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Bench Press (Dumbbell)",,"",0,"normal",14,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Bench Press (Dumbbell)",,"",1,"normal",14,12,,,
"Pec Bi","Jan 22, 2024, 3:32 PM","Jan 22, 2024, 4:15 PM","Comment dire que j'ai eu 40min ...","Bench Press (Dumbbell)",,"",2,"normal",14,8,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Standing Calf Raise (Machine)",,"",0,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Standing Calf Raise (Machine)",,"",1,"normal",20,20,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Standing Calf Raise (Machine)",,"",2,"normal",20,16,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Standing Calf Raise (Machine)",,"",3,"normal",20,15,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hack Squat (Machine)",,"",0,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hack Squat (Machine)",,"",1,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hack Squat (Machine)",,"",2,"normal",30,20,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hack Squat (Machine)",,"",3,"normal",40,17,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Press (Machine)",,"",0,"normal",60,14,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Press (Machine)",,"",1,"normal",60,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Press (Machine)",,"",2,"normal",70,18,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Press (Machine)",,"",3,"normal",80,19,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Deadlift (Barbell)",,"",0,"normal",10,10,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Deadlift (Barbell)",,"",1,"normal",10,10,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Deadlift (Barbell)",,"",2,"normal",10,10,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Deadlift (Barbell)",,"",3,"normal",10,10,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Thrust (Machine)",,"",0,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Thrust (Machine)",,"",1,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Thrust (Machine)",,"",2,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Seated Leg Curl (Machine)",,"",0,"normal",20,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Seated Leg Curl (Machine)",,"",1,"normal",30,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Seated Leg Curl (Machine)",,"",2,"normal",35,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",0,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",1,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",2,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",3,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",4,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",5,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",6,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",7,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Leg Extension (Machine)",,"",8,"normal",,12,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Abduction (Machine)",,"",0,"normal",,20,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Abduction (Machine)",,"",1,"normal",,20,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Adduction (Machine)",,"",0,"normal",,20,,,
"Séance jambes","Jan 20, 2024, 10:21 AM","Jan 20, 2024, 11:52 AM","J'étais dans le mal j'ai meme pas pu finir 😢","Hip Adduction (Machine)",,"",1,"normal",,20,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Lat Pulldown (Cable)",,"",0,"normal",25,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Lat Pulldown (Cable)",,"",1,"normal",30,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Lat Pulldown (Cable)",,"",2,"normal",30,14,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",25,10,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",25,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",25,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Rope Straight Arm Pulldown",,"",0,"normal",20,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Rope Straight Arm Pulldown",,"",1,"normal",20,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Single Arm Cable Row",,"",0,"normal",18,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Single Arm Cable Row",,"",1,"normal",18,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Single Arm Cable Row",,"",2,"normal",23,22,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Single Arm Cable Row",,"",3,"normal",23,15,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Iso-Lateral Low Row",,"",0,"normal",10,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Iso-Lateral Low Row",,"",1,"normal",10,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Iso-Lateral Low Row",,"",2,"normal",10,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Iso-Lateral Low Row",,"",3,"normal",10,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Seated Dip Machine",,"",0,"normal",60,12,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Seated Dip Machine",,"",1,"normal",60,17,,,
"Séance dos triceps","Jan 17, 2024, 3:52 PM","Jan 17, 2024, 5:19 PM","","Seated Dip Machine",,"",2,"normal",70,17,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,12,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,12,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,8,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,8,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Hammer Curl (Dumbbell)",,"",0,"normal",10,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Hammer Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Hammer Curl (Dumbbell)",,"",2,"normal",10,8,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Hammer Curl (Dumbbell)",,"",3,"normal",10,8,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Butterfly (Pec Deck)",,"",0,"normal",36,12,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Butterfly (Pec Deck)",,"",1,"normal",36,12,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Butterfly (Pec Deck)",,"",2,"normal",45,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Butterfly (Pec Deck)",,"",3,"normal",45,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Butterfly (Pec Deck)",,"",4,"normal",45,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bicep Curl (Cable)",,"",0,"normal",10,15,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bicep Curl (Cable)",,"",1,"normal",15,15,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bicep Curl (Cable)",,"",2,"normal",15,15,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bicep Curl (Cable)",,"",3,"normal",20,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bench Press (Barbell)",,"",0,"normal",,15,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bench Press (Barbell)",,"",1,"normal",10,12,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bench Press (Barbell)",,"",2,"normal",10,12,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Bench Press (Barbell)",,"",3,"normal",15,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Incline Bench Press (Smith Machine)",,"",0,"normal",10,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Incline Bench Press (Smith Machine)",,"",1,"normal",15,10,,,
"Pec Bi","Jan 15, 2024, 4:11 PM","Jan 15, 2024, 5:23 PM","Reprise donc compliqué mais vzy jpasse bientôt les 50k bench","Incline Bench Press (Smith Machine)",,"",2,"normal",15,10,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Bench Press (Dumbbell)",,"",0,"normal",14,8,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Bench Press (Dumbbell)",,"",1,"normal",14,8,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Bench Press (Dumbbell)",,"",2,"normal",14,8,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Bench Press (Dumbbell)",,"",3,"normal",14,8,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,10,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",10,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",10,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",10,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Butterfly (Pec Deck)",,"",0,"normal",36,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Butterfly (Pec Deck)",,"",1,"normal",36,12,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Butterfly (Pec Deck)",,"",2,"normal",45,10,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Butterfly (Pec Deck)",,"",3,"normal",45,10,,,
"Pec Bi","Dec 29, 2023, 1:52 PM","Dec 29, 2023, 2:38 PM","","Butterfly (Pec Deck)",,"",4,"normal",45,10,,,
