"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","EZ Bar Biceps Curl",,"",0,"normal",10,15,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","EZ Bar Biceps Curl",,"",1,"normal",10,15,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","EZ Bar Biceps Curl",,"",2,"normal",15,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","EZ Bar Biceps Curl",,"",3,"normal",15,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",16,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",16,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",20,8,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",20,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Butterfly (Pec Deck)",,"",0,"normal",45,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Butterfly (Pec Deck)",,"",1,"normal",52,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Butterfly (Pec Deck)",,"",2,"normal",39,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Preacher Curl (Machine)",,"",0,"normal",9,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Preacher Curl (Machine)",,"",1,"normal",14,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Preacher Curl (Machine)",,"",2,"normal",14,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Chest Press (Machine)",,"",0,"normal",18,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Chest Press (Machine)",,"",1,"normal",25,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Chest Press (Machine)",,"",2,"normal",25,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Low Cable Fly Crossovers",,"",0,"normal",2.3,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Low Cable Fly Crossovers",,"",1,"normal",2.3,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Low Cable Fly Crossovers",,"",2,"normal",2.3,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Low Cable Fly Crossovers",,"",3,"normal",2.3,10,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Bench Press (Smith Machine)",,"",0,"normal",11.3,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Bench Press (Smith Machine)",,"",1,"normal",21.3,12,,,
"Séance pecs biceps","Sep 11, 2025, 2:03 PM","Sep 11, 2025, 3:35 PM","","Bench Press (Smith Machine)",,"",2,"normal",31.3,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","EZ Bar Biceps Curl",,"",0,"normal",10,15,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","EZ Bar Biceps Curl",,"",1,"normal",10,15,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","EZ Bar Biceps Curl",,"",2,"normal",15,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","EZ Bar Biceps Curl",,"",3,"normal",15,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Bench Press (Dumbbell)",,"Augmznte la prochaine fois",0,"normal",10,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Bench Press (Dumbbell)",,"Augmznte la prochaine fois",1,"normal",12,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Bench Press (Dumbbell)",,"Augmznte la prochaine fois",2,"normal",12,13,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",16,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",16,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",20,8,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",20,8,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Butterfly (Pec Deck)",,"",0,"normal",32,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Butterfly (Pec Deck)",,"",1,"normal",45,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Butterfly (Pec Deck)",,"",2,"normal",52,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Preacher Curl (Machine)",,"",0,"normal",9,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Preacher Curl (Machine)",,"",1,"normal",11,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Preacher Curl (Machine)",,"",2,"normal",11,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Chest Press (Machine)",,"",0,"normal",18,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Chest Press (Machine)",,"",1,"normal",20,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Chest Press (Machine)",,"",2,"normal",25,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Bench Press (Barbell)",,"",0,"normal",20,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Bench Press (Barbell)",,"",1,"normal",30,12,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Bench Press (Barbell)",,"",2,"normal",30,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Low Cable Fly Crossovers",,"Un bras stp",0,"normal",2.3,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Low Cable Fly Crossovers",,"Un bras stp",1,"normal",2.3,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Low Cable Fly Crossovers",,"Un bras stp",2,"normal",2.3,10,,,
"Séance pecs biceps","Sep 6, 2025, 2:31 PM","Sep 6, 2025, 3:44 PM","","Low Cable Fly Crossovers",,"Un bras stp",3,"normal",2.3,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Lat Pulldown (Cable)",,"",0,"normal",41.3,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Lat Pulldown (Cable)",,"",1,"normal",41.3,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Lat Pulldown (Cable)",,"",2,"normal",39,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Lat Pulldown (Cable)",,"",3,"normal",39,9,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",25,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",25,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",32,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",4.5,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",4.5,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",4.5,6,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",4.5,6,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Seated Dip Machine",,"",0,"normal",41,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Seated Dip Machine",,"",1,"normal",45,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Seated Dip Machine",,"",2,"normal",50,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Cable Row",,"Cest le diverging seated row belec",0,"normal",18,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Cable Row",,"Cest le diverging seated row belec",1,"normal",18,12,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Cable Row",,"Cest le diverging seated row belec",2,"normal",23,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Single Arm Cable Row",,"Cest le diverging seated row belec",3,"normal",23,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Triceps Rope Pushdown",,"Moov bizarre",0,"normal",13.5,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Triceps Rope Pushdown",,"Moov bizarre",1,"normal",13.5,10,,,
"Séance dos triceps","Aug 15, 2025, 10:54 AM","Aug 15, 2025, 11:41 AM","","Triceps Rope Pushdown",,"Moov bizarre",2,"normal",11.5,10,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Incline Bench Press (Barbell)",,"",0,"normal",,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Incline Bench Press (Barbell)",,"",1,"normal",20,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Incline Bench Press (Barbell)",,"",2,"normal",40,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","EZ Bar Biceps Curl",,"",2,"normal",20,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Bench Press (Dumbbell)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Bench Press (Dumbbell)",,"",1,"normal",12,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Bench Press (Dumbbell)",,"",2,"normal",12,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,20,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",20,20,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",24,15,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Butterfly (Pec Deck)",,"",0,"normal",39,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Butterfly (Pec Deck)",,"",1,"normal",45,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Butterfly (Pec Deck)",,"",2,"normal",52,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Chest Press (Machine)",,"",0,"normal",40,12,,,
"Séance pecs biceps","Jun 14, 2024, 4:26 PM","Jun 14, 2024, 5:15 PM","","Chest Press (Machine)",,"",1,"normal",50,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Pull Up",,"Teste en debut de seance pour voir la différence",0,"normal",,5,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Pull Up",,"Teste en debut de seance pour voir la différence",1,"normal",,4,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Lat Pulldown (Cable)",,"",0,"normal",40,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Lat Pulldown (Cable)",,"",1,"normal",50,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Lat Pulldown (Cable)",,"",2,"normal",50,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",40,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Triceps Pushdown",,"",0,"normal",25,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Triceps Pushdown",,"",1,"normal",30,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Triceps Pushdown",,"",2,"normal",30,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Seated Dip Machine",,"",0,"normal",70,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Seated Dip Machine",,"",1,"normal",85,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Seated Dip Machine",,"",2,"normal",80,6,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Cable Row",,"",0,"normal",15,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Cable Row",,"",1,"normal",15,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Cable Row",,"",2,"normal",15,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Single Arm Cable Row",,"",3,"normal",15,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Triceps Rope Pushdown",,"",0,"normal",20,12,,,
"Séance dos triceps","Jun 12, 2024, 3:06 PM","Jun 12, 2024, 4:23 PM","","Triceps Rope Pushdown",,"",1,"normal",20,10,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Incline Bench Press (Barbell)",,"",0,"normal",,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Incline Bench Press (Barbell)",,"",1,"normal",20,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Incline Bench Press (Barbell)",,"",2,"normal",30,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","EZ Bar Biceps Curl",,"",2,"normal",25,9,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Bench Press (Dumbbell)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Bench Press (Dumbbell)",,"",1,"normal",12,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Bench Press (Dumbbell)",,"",2,"normal",12,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,20,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",20,20,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",24,19,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Butterfly (Pec Deck)",,"",0,"normal",39,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Butterfly (Pec Deck)",,"",1,"normal",45,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Butterfly (Pec Deck)",,"",2,"normal",52,10,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Preacher Curl (Machine)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Preacher Curl (Machine)",,"",1,"normal",15,12,,,
"Séance pecs biceps","Jun 10, 2024, 2:19 PM","Jun 10, 2024, 3:40 PM","","Preacher Curl (Machine)",,"",2,"normal",15,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Incline Bench Press (Barbell)",,"",0,"normal",,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Incline Bench Press (Barbell)",,"",1,"normal",20,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Incline Bench Press (Barbell)",,"",2,"normal",30,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","EZ Bar Biceps Curl",,"",0,"normal",10,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","EZ Bar Biceps Curl",,"",2,"normal",30,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","EZ Bar Biceps Curl",,"",3,"normal",30,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Butterfly (Pec Deck)",,"",0,"normal",39,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Butterfly (Pec Deck)",,"",1,"normal",39,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Butterfly (Pec Deck)",,"",2,"normal",45,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Chest Press (Machine)",,"",0,"normal",40,13,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Chest Press (Machine)",,"",1,"normal",45,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Chest Press (Machine)",,"",2,"normal",50,7,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",6,24,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",6,24,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",6,16,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Preacher Curl (Machine)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Preacher Curl (Machine)",,"",1,"normal",15,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",0,"normal",10,10,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",1,"normal",10,7,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",2,"normal",10,10,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",3,"normal",10,7,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Lat Pulldown (Cable)",,"",0,"normal",40,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Lat Pulldown (Cable)",,"",1,"normal",45,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Lat Pulldown (Cable)",,"",2,"normal",55,8,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",35,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Pushdown",,"",0,"normal",25,16,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Pushdown",,"",1,"normal",30,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Pushdown",,"",2,"normal",30,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Dip Machine",,"",2,"normal",80,4,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Extension (Barbell)",,"",0,"normal",5,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Extension (Barbell)",,"",1,"normal",5,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Extension (Barbell)",,"",2,"normal",10,15,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Rope Pushdown",,"",0,"normal",20,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Rope Pushdown",,"",1,"normal",20,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Lat Pulldown (Cable)",,"",1,"normal",45,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Lat Pulldown (Cable)",,"",2,"normal",50,12,,,
